"video_id","etiquette_id"
128,1676
128,1677
128,1678
128,1679
128,1680
658,158
128,1681
128,1682
128,1683
128,1684
128,1685
128,1686
128,1687
128,1688
128,1689
128,1691
128,1692
128,1693
128,1694
128,1695
662,73
662,74
662,985
662,966
128,1696
128,1697
128,1698
128,1699
128,1701
128,1702
128,1703
128,1704
128,1705
128,1706
128,1707
128,1708
128,1709
129,1710
130,1711
130,1712
130,1713
130,1714
667,1135
667,161
130,1716
130,1717
130,1718
130,1719
668,158
668,162
130,1720
130,1721
130,1722
669,158
132,1724
132,1725
133,1726
133,1727
133,1728
133,1729
133,1730
133,1731
133,1732
133,1735
133,1736
133,1737
133,1738
133,1739
133,1740
133,1741
133,1742
133,1743
133,1744
133,1745
133,1746
133,1747
133,1748
133,1749
133,1750
133,1751
134,1752
134,1754
134,1755
134,1756
134,1757
134,1758
134,1759
134,1760
134,1761
136,1762
137,1763
137,1764
137,1765
137,1766
137,1767
137,1771
137,1772
137,1773
137,1774
137,1775
137,1776
137,1777
137,1778
137,1779
137,1780
137,1781
137,1782
137,1783
137,1784
137,1785
137,1786
138,1788
138,1789
140,1791
140,1792
140,1793
140,1794
140,1795
140,1796
140,1797
140,1798
688,983
688,967
688,1167
688,6
140,1799
140,1800
140,1801
140,1802
140,1803
140,1804
140,1805
140,1807
140,1809
693,328
693,329
697,6
697,157
698,73
698,75
698,1438
698,987
698,1088
698,802
699,966
700,207
142,1811
142,1814
142,1816
142,1817
709,956
716,245
144,1818
144,1819
144,1820
144,1821
144,1822
144,1823
145,1825
145,1826
145,1827
145,1828
145,1829
145,1830
145,1831
145,1832
145,1833
145,1834
145,1835
145,1836
145,1837
145,1838
145,1839
147,1840
147,1842
147,1844
147,1845
147,1846
147,1847
147,1848
147,1849
147,1850
729,985
729,986
147,1851
149,1852
149,1853
149,1854
149,1855
149,1856
731,1765
731,73
731,1400
731,966
731,985
731,75
149,1857
149,1858
149,1859
732,982
149,1860
149,1861
149,1862
149,1863
149,1864
734,985
734,1039
735,73
736,1354
737,245
738,985
742,681
742,1603
742,1604
742,1605
150,1865
150,1866
743,73
743,1397
743,966
743,985
743,987
743,1175
743,1176
743,1177
743,1178
743,1179
150,1867
150,1868
150,1869
150,1870
150,1872
150,1873
150,1874
150,1875
745,1069
745,1070
745,1071
745,985
745,1073
745,1074
745,983
745,1076
745,1077
745,1078
745,1079
745,1080
745,1081
745,1082
745,1083
745,1084
745,1085
745,1086
150,1876
150,1877
150,1878
150,1879
150,1880
751,987
751,1175
751,1176
751,1177
751,1178
751,1179
151,1881
754,1479
754,1482
754,1478
754,1478
754,1490
754,1491
151,1883
151,1884
151,1885
151,1886
151,1887
151,1888
151,1889
151,1890
151,1891
151,1892
757,1687
757,1834
151,1894
151,1895
151,1896
151,1897
151,1898
151,1899
151,1900
151,1901
151,1902
151,1903
151,1905
151,1906
151,1907
151,1908
151,1910
151,1911
763,1490
763,985
151,1913
151,1915
764,1024
764,1033
764,1216
764,1217
764,1218
764,1023
764,1220
764,1221
764,1222
764,1223
764,1224
764,1225
764,1226
764,1227
764,1228
764,1042
764,1230
764,1231
764,1232
764,1233
764,1234
764,1235
764,74
764,1131
764,999
764,1239
764,73
764,1084
764,1241
764,1242
764,1243
764,1244
764,1245
764,1085
764,1247
764,1248
764,1249
764,1250
764,1251
151,1917
151,1919
151,1920
151,1921
151,1922
152,1924
152,1925
152,1926
152,1929
154,1930
154,1931
154,1932
154,1933
154,1934
154,1935
155,1938
155,1939
155,1940
155,1941
155,1942
155,1943
155,1944
155,1945
155,1946
155,1947
155,1948
155,1949
155,1950
155,1951
775,1834
155,1952
155,1953
155,1954
156,1955
156,1956
156,1957
156,1958
156,1959
156,1960
156,1961
156,1962
156,1963
156,1964
156,1965
156,1966
156,1967
156,1968
158,1969
158,1970
158,1971
158,1972
158,1973
158,1974
158,1975
158,1976
158,1977
782,966
782,985
782,983
158,1978
158,1979
158,1980
158,1981
158,1982
158,1983
158,1984
158,1985
158,1986
158,1987
158,1988
158,1989
785,1115
158,1990
158,1991
158,1992
158,1993
158,1994
158,1995
158,1996
158,1997
158,1998
158,1999
158,2000
788,1478
788,1479
788,1910
788,1482
788,1481
158,2001
158,2002
158,2003
792,1546
159,2004
159,2005
159,2006
159,2008
159,2010
159,2011
159,2016
797,1834
797,1039
797,985
797,1354
797,983
159,2017
159,2018
159,2019
159,2020
159,2021
159,2022
159,2023
159,2024
159,2025
159,2026
159,2028
159,2029
805,985
805,1039
805,983
806,476
810,1687
810,1688
160,2031
160,2032
160,2033
812,985
812,986
160,2034
160,2035
160,2036
160,2037
164,2061
164,2062
164,2063
166,2065
166,2066
166,2067
166,2068
166,2069
166,2070
166,2071
166,2072
831,352
831,987
831,141
831,6
166,2073
166,2074
166,2075
166,2076
166,2077
166,2078
166,2079
166,2080
166,2081
166,2082
166,2083
166,2086
166,2087
167,2088
167,2089
167,2090
836,73
836,983
836,966
836,162
836,1834
836,1693
836,61
167,2091
167,2094
167,2095
167,2096
168,2100
839,74
168,2102
168,2103
168,2104
168,2107
168,2109
168,2110
168,2111
842,1834
168,2112
168,2113
168,2114
168,2117
168,2118
168,2121
168,2123
168,2124
168,2128
168,2130
168,2131
168,2132
168,2133
168,2134
168,2135
169,2136
169,2137
169,2138
169,2139
169,2140
169,2141
169,2142
169,2143
169,2144
169,2145
169,2146
169,2147
169,2148
169,2149
169,2150
169,2152
169,2153
169,2154
169,2155
169,2156
169,2157
169,2158
855,2018
170,2162
857,966
171,2166
171,2167
171,2168
171,2169
171,2170
171,2171
171,2172
859,1905
171,2173
171,2174
171,2175
171,2176
171,2177
171,2178
171,2179
171,2180
171,2181
171,2182
171,2183
862,985
173,2186
173,2187
173,2189
173,2190
173,2191
173,2192
173,2193
173,2194
173,2195
173,2196
173,2199
173,2200
866,1834
173,2201
174,2204
174,2205
174,2209
174,2210
174,2211
174,2212
174,2213
174,2214
174,2215
174,2216
876,985
174,2218
174,2219
174,2220
174,2221
174,2222
174,2223
174,2224
878,2194
174,2225
174,2226
174,2227
174,2228
879,412
879,2094
883,985
883,990
883,981
175,2229
175,2230
175,2231
175,2232
175,2233
175,2234
175,2235
175,2236
175,2237
175,2238
175,2239
175,2240
175,2241
892,985
175,2242
175,2243
175,2244
175,2245
175,2246
175,2247
175,2248
175,2249
894,46
894,966
894,986
175,2250
175,2251
175,2252
175,2253
900,985
903,1542
905,245
177,2255
177,2257
177,2258
177,2261
919,985
177,2262
177,2263
177,2264
177,2265
177,2266
177,2267
177,2268
929,985
179,2274
937,1491
937,1354
937,987
937,1175
937,1176
937,1177
937,1178
937,1179
179,2275
179,2276
179,2277
179,2278
939,1884
939,1915
939,130
944,73
944,74
944,970
944,985
947,73
947,196
948,986
948,985
951,1593
951,23
972,23
973,1922
185,2279
186,2280
186,2281
186,2282
186,2283
186,2284
186,2285
187,2287
992,1535
992,1693
992,207
992,74
187,2288
187,2289
188,2291
188,2292
188,2293
188,2294
188,2295
997,23
997,1593
997,238
1015,1689
192,2296
192,2297
192,2299
192,2300
192,2301
192,2302
192,2303
192,2304
192,2305
192,2306
192,2307
192,2310
192,2311
1025,73
1025,416
1025,1039
1025,985
1025,966
1029,23
1029,152
1029,2102
1029,1596
1031,6
1036,23
1036,31
1037,23
1039,2199
1050,1490
1052,23
1058,23
1058,2102
1060,207
1060,1873
1060,73
1060,1023
198,2334
1082,1197
198,2350
201,2351
201,2352
201,2353
1092,238
1094,36
1096,1490
1097,1318
1097,985
207,2358
207,2361
207,2363
207,2364
207,2365
1105,130
207,2367
1106,1691
1106,2102
1106,2110
210,2369
210,2370
210,2371
210,2372
210,2373
210,2374
210,2375
210,2376
210,2377
210,2378
210,2379
1116,73
1116,74
1116,412
1116,75
1116,216
1121,983
1121,1400
1129,74
1129,1500
1129,985
212,2380
212,2381
212,2382
212,2383
212,2384
212,2385
212,2386
212,2387
212,2388
212,2389
212,2390
212,2391
212,2392
212,2393
212,2394
1137,985
1140,985
1142,221
1142,1911
1142,1220
1143,222
214,2395
214,2397
215,2398
215,2399
215,2400
215,2401
215,2402
215,2403
215,2404
215,2405
215,2406
215,2407
215,2408
216,2409
216,2410
216,2411
216,2412
216,2413
216,2414
216,2415
219,2416
219,2417
219,2418
1158,221
1158,73
219,2419
219,2420
219,2421
219,2423
219,2424
219,2425
219,2428
219,2430
219,2431
219,2432
219,2434
219,2435
219,2436
219,2437
219,2438
219,2439
219,2440
220,2441
220,2442
220,2443
220,2444
220,2447
220,2449
220,2450
221,2452
221,2453
221,2454
221,2455
221,2456
221,2457
221,2458
223,2459
224,2460
225,2462
225,2463
225,2464
225,2465
225,2467
225,2468
225,2469
225,2470
225,2471
225,2472
225,2473
225,2474
225,2475
225,2476
225,2477
225,2478
225,2480
227,2481
227,2483
1178,2414
227,2485
227,2487
227,2488
229,2489
229,2491
229,2493
229,2494
229,2495
229,2496
229,2497
229,2498
229,2499
229,2500
229,2501
229,2502
229,2503
229,2504
229,2505
229,2506
1189,986
1190,985
1190,1354
1196,2414
1196,44
1207,221
1207,1400
1207,985
1207,967
233,2507
233,2508
233,2509
233,2510
233,2512
233,2513
233,2514
233,2515
233,2516
233,2517
233,2518
1219,221
1219,1899
1219,73
1231,896
1233,2274
1234,416
1234,6
1234,140
1234,304
1240,1814
1240,1231
1240,352
236,2519
1253,1354
1259,367
1259,234
1265,985
240,2520
240,2521
240,2522
240,2523
240,2524
240,2525
240,2526
240,2527
240,2528
240,2529
240,2530
240,2531
240,2532
240,2534
240,2535
240,2536
240,2538
240,2539
240,2541
240,2542
1286,221
1286,985
1286,2094
240,2543
240,2545
240,2546
240,2547
240,2549
1288,985
1288,222
1291,2363
1291,2442
1291,1896
1291,74
1291,75
1291,2534
1291,1535
1291,73
1291,2546
1291,74
1291,1687
1291,2363
1291,221
1291,2262
1292,2274
1301,73
1301,221
1301,2274
241,2550
241,2551
241,2552
241,2553
241,2554
241,2555
241,2556
241,2557
1306,75
1306,74
1306,983
1306,966
1306,2162
1307,221
1311,985
1311,967
1311,966
1311,1397
242,2559
242,2560
1315,6
1315,245
243,2561
243,2562
243,2563
243,2564
243,2565
243,2566
243,2567
1320,1084
1320,2204
1320,1400
1320,215
1320,1911
1320,2200
1320,1114
1320,23
1320,1911
1320,1915
1320,983
1320,1814
1320,1115
243,2568
243,2569
243,2572
243,2573
243,2574
243,2575
243,2576
245,2577
245,2578
245,2579
245,2580
245,2581
245,2582
245,2583
245,2584
245,2585
245,2586
245,2587
245,2588
245,2589
245,2590
245,2591
246,2592
246,2593
246,2594
246,2595
246,2596
246,2597
246,2598
246,2599
246,2600
246,2602
246,2603
246,2604
246,2605
246,2606
246,2607
246,2608
246,2609
246,2610
246,2611
246,2612
246,2613
246,2614
246,2615
246,2616
246,2617
246,2618
246,2619
247,2620
1340,2162
1340,1765
1340,73
1340,1400
1340,966
1340,985
1340,75
1340,968
247,2621
247,2622
247,2623
247,2624
247,2625
247,2626
247,2627
247,2628
247,2629
247,2630
247,2631
248,2632
248,2633
248,2634
248,2635
248,2636
248,2637
248,2638
248,2639
248,2640
248,2641
248,2642
248,2643
248,2644
248,2645
248,2646
248,2647
248,2648
248,2649
248,2650
248,2651
248,2652
248,2653
248,2654
248,2655
248,2656
1354,985
248,2657
248,2658
248,2659
248,2660
248,2661
248,2662
249,2663
249,2665
249,2666
249,2667
249,2669
249,2670
249,2671
1359,1631
1359,1825
249,2672
249,2673
249,2675
1360,1028
1360,2065
1360,2066
1360,2067
1360,2068
1360,2069
1360,2070
1360,2071
1360,2072
1360,2073
1360,2074
1360,2075
1360,2076
1360,2077
1360,2078
1360,2079
1360,2080
1360,2081
1360,2082
1360,73
1360,2083
1360,1130
1360,999
1360,2086
1360,2087
249,2676
249,2677
249,2678
249,2679
249,2680
249,2681
249,2682
249,2683
249,2684
249,2685
250,2687
250,2688
250,2689
250,2690
250,2691
250,2692
251,2695
251,2696
251,2697
251,2700
251,2701
1369,983
1369,1911
251,2703
251,2704
251,2705
252,2707
252,2708
252,2709
1371,44
252,2710
252,2711
252,2712
252,2713
252,2714
252,2715
252,2716
252,2722
253,2725
253,2726
253,2727
253,2729
253,2730
253,2731
253,2732
253,2733
253,2734
253,2735
253,2736
253,2737
254,2738
254,2739
254,2740
254,2741
254,2742
254,2743
254,2745
254,2746
254,2747
1384,986
1385,985
1385,2189
1385,983
1385,966
254,2750
254,2751
254,2752
254,2753
254,2754
1387,73
1387,74
1387,162
254,2755
254,2756
254,2757
254,2758
254,2759
254,2760
254,2762
256,2763
256,2764
256,2765
256,2766
256,2767
256,2768
256,2769
256,2770
256,2771
1409,985
1409,1042
1409,2712
257,2772
1414,985
1414,1220
1414,967
1414,74
1414,2607
1414,6
1414,1021
1414,2350
257,2773
257,2774
257,2775
257,2776
257,2777
